line,text
1120,"Africa, North America, Latin America, Arab World, India and China. Introduces music music terminology and relates them to these cultures."
1121,"Exams are pretty much based on the notes.He is a really good professor. Gives nice examples and explains well. Attendance will definitely make your work easier.The title says it all. As a common core HUMA course, the name 'Music of the World' can trick you to think it is a rather easy course. NO. See the workload and teaching.The lectures are boring as hell because Isaac has a bad sense of humour although he tries his best to engage the students by asking us to stand and do stretches in the middle of the class."
1122,[Worst lecture notes]
1123,"Not concise. Very messy. Expects us to find the definitions of word lists on our own. (he gives a word list every midterm/final and says those words will be examed, however no definitions are give and we have to find them ourselves)"
1124,"He also tries to invite a guest speaker to talk about Chinese music but the speaker was also very boring and we were just given clips of the speaker playing the Sanxian.the content is all about different cultures and their music.  It is certainly fun to learn about the interments in Africa and how people in Arab make music. If you are interested in music, you will definitely find this course entertaining, BUT entertaining doesn't mean you are having a great time studying it.The teaching style is straight up reading powerpoints.  Nice guy, easily get annoyed by crowd chatting.  Nothing special, just common uni professors.Same as the course code. You will basically learn some basic concepts about every music style in the world.He teaches well. Plenty of music examples are given. For those who are not interested in music may find the lecture boring but to be frank, I think he is doing a good job that you will appreciate.Good selections from the traditional Chinese essays. Mainly from Pre-qin period.Require attention in class for he will explain all the translation on course material in class. Also need to take notes. The teacher is really nice for his humor and respect for students.Metaphors and metonymy! Analyze all kinds of metaphors. It sounds that every class it's about the same things and  theories so I felt bored. Dig into many commonly used phrases and sentences like ""falling in love"" and show that in this sentence, there's a metaphor which is LOVE IS A CONTAINER, to show that metaphors are commonly used as a conceptual tool to help people understand things.Vivid, always use actions or graphs to explain metaphors. Really excited every class and always laughing at his own jokes regardless of all the asleep students....Learn how to think logically~Teaching is hilarious. Prof. gave many examples to the concept taught in class.40% Midterm mean 26.5/40 sd 10.76"
1125,45% Final mean 29.2/45 sd 7.5
1126,15% Essay mean 10.3/15
1127,Grading curve (information captured from canvas. may have little differences as compared to the reality)
1128,A+ cut off ~88
1129,A cut off ~84
1130,A- cut off ~78
1131,B+ cut off ~74
1132,B cut off ~70
1133,B- cut off ~67
1134,C+ cut off ~62
1135,C cut off ~55
1136,C- cut off ~47
1137,"D cut off ~38light workload. Midterm exam and final exam required little effort on revision. Can obtain desirable result if you pay attention during the lecture.Very meaningful course. Topics include creative thinking, logic, fallacy, paradox.Prof Yip is very humorous. She explains the concepts with great clarity and details with different real-world examples and funny stories as well as some gags. Sometimes, she will share stories and thought related and not related to the course. In short, you will never fall asleep in the class and will come to classes even if no attendance is taken.Main topics:"
1138,- methodology of art appreciation
1139,- Language of Art
1140,- Materials & Techniques
1141,"- Art Genres (History, Portraiture, Genre, Landscape & Still Life)"
1142,- From Classical Art to Renaissance
1143,- High Renaissance
1144,- Baroque Art
1145,- Neoclassicism & Romanticism
1146,- Impressionism
1147,- Modern Art
1148,- Human Body
1149,- Artist & Patronage
1150,- Social & Historical Contexts
1151,- Gender & Ethnicity
1152,- Rethinking Art
1153,The contents are pretty rich and extensive. Lecture notes in form of PPTs are provided. They include brief descriptions with the aid of images of related artworks.- Generally quite good
1154,"- Easy to follow & understandThe content covered a lot of factual and historical stuff about different art period, styles, artists etc. It was quite a lot of content being covered in a short period of time, such that if you are not good at memorizing stuff don't take this course, as the professor likes to ask some specific words that you see in the powerpoint as midterm/final exam questions. However, since the questions in the exams are very straight-forward and doesn't required critical thinking, it means that you would be able to get the answers right if you have study, read through the powerpoint thoroughly, and really memorize all the materials in the ppt then you would be good to go. All in all, I think this is a good course for you to gain adequate and introductory knowledge on western art, but only take it if you are willing to spend LOTS of time to memorize the factual materials.I would have to be honest the teaching is quite boring because the instructor just directly said the things from the powerpoint. But I understand that the instructor is also very passionate about the stuff that she is teaching. The instructor would research thoroughly on the artwork that you have chosen for your project, and would give out comments openly in lesson time after all the presentations have finished, so don't try to make up something because she always know if that is true or not haha.Rich content about Western art which mainly focuses on learning styles and characteristics across different periods. The lectures slides are almost the same as what she mentioned in class. (So if you missed the class or not paying attention in class has no serious impact on your study.) But there are quite a lot of lecture slides per lesson and therefore it could be boring sometimes.Anna is a very nice teacher but her lessons could be very boring if you are not very interested in Western art and what she says is basically what she prepared on the PPT.The contents are really helpful and fulfill my expectation for the class. Ranging from Baroque to Modern Art, basically you will have a close look into the art history.She teaches very well but many contents are listed on PPT, so what you 've heard is basically somehow the same as the words on ppt.well I am quite satisfied cuz I didn't go through reading materials at all. I only spared 3 days to memorize all the points and prepared the essay the professor needed. Answer to many questions can be find on ppt so all you need to do is to go through ppt carefully with patience.What's more can I say? If you wanna learn something, HUMA1650 is a very good class but speaking of workload, it's a totally different situation. If you wanna get good grades, there are soooooo many things you need to memorize just like typical kinda of humanities class. But if you choose to escape from the diligent hard work like me, you can be quite relaxed. So what i can say is it depends on you.Hard to comment on the professors. Prof. Sun was a bit boring in his presentations, and he had a Chinese accent, but his teaching was clear and easy to follow. Many Chinese characters examples were used in the PPT. Professor Liu had years of practical field experience, so real-life examples and photos he took are used in his teaching. Prof. Shaw had very nice English. Three professors delivered the lessons quite differently.You can know about what is your future career, who is going to help, what is going on with the exchange and what the curriculum of QSA is really about, etc."
1155,"Quite fun, quite easy, useful information. What you would expect in a 1-credit course.Teaching is good, professor is knowledgeable and caring.Cameron is not the kind of person who can deliver good presentations. As the classes in this semester are both introductory so he acted more like a guide rather than an instructor. But he will give you all the knowledge and experiences he has."
1156,BTW a friend of mine who took SOSC5110 this semester said he was really strict in the research tutorial.
1157,"Bad news.This course basically is try to lead year 1 QSA student to be familiar with and prepare for their study in HKUST.Every week with have some new topics to talk about, for example: exchange, school policy, internship, QSA major requirement discussion etc... I think the content with be different in every year. But overall is quite good, and i think it worth your time to attend this course.The course is basically divided into 2 parts (arguably 2 and a half), separated by the midterm exam. A brief history of East Asia after WWII is outlined before the midterm, topics discussed include cold war (which will be a recurring theme in the course afterwards), korean war, vietnamese war, bandung conference, sino-india conflicts, sino-soviet split, sino-US relationships, reformation by gorbachev, etc. Midterm exam consists of MCQs only yet they are not easy, understandings on small details (eg. chronological orders of events in a certain war), readings (including comparisons between the arguments proposed by different scholars, meaning that thorough understanding and memory on readings are required, including the names of the author, FML), and something only mentioned in class but not on the slides are required. After the midterm exam, the focus of the course turns into explanation of historical events, different IR theories are introduced, explaining why a certain state would make certain decisions. The 0.5 part is the simulation game which the professor has put a lot of focus in, students are divided into groups, representing different countries and organisations and thrown in to a situation that a conflict may happen"
1158,"Final exam requires you to answer 4 out of 6 essay type questions in 2 hours, yet ~20 possible questions are given in advance so you can prepare a brief outline beforehand.The professor is enthusiastic and teaches with much passion, slides are used as outline only and details are either skipped or barely mentioned, he likes to ask questions and be asked during lectures, and would lightly mock you if you refuse to answer his questions. Logical flow is a bit lacking and the amount of information conveyed is quite large, but following shd not be too hard if do pay attention during lectures.Interesting contents, history buffs and social science lovers will love this course more than any other courses in HKUST."
1159,"Despite its name, it does not only focus on 'the International Relations of East Asia' but also tend to focus on the United States and South East Asian countries such as the three indochina nations and Taiwan (it might count as East Asia but...)  Well, does not hurt you, it is true that knowledge on these nations is crucial to understand the East Asian history and politics.The lectures are very interesting; partly because I am originally fond of social science, and mostly because professor knows how to tell interesting social science jokes which I enjoyed a LOT."
1160,"Sometimes, other lecturers from different institutions visit UST to teach us about special topics; they were quite enlightening."
1161,"WELL, one thing that I should comment about this course is that I feel this course highly disorganized. the PPTs are often uploaded late, and we, overall, failed to follow what the syllabus indicated. Therefore, attend your lectures so that you know what the class is actually learning about (looking at the syllabus and self-studying is not likely to be a good idea)In the first part, it pays more attention to relations between USA, Russia and China and examines reasons behind historical events.  "
1162,"In the second part, it focuses on theories and strategies in political science.It depends. If you are interested in political science, you would say his teaching excellent, especially he has a sharp tongue. He basically follows the lecture notes and explain terms, theories and reasons of it.Before midterm it was all about basic historic facts in http://E.Asia from the end of WWII. After the midterm, we went in depth to think more about the reasons behind the facts. We learnt to analyze from different perspectives.DZ is a good professor. Not only did he conveyed himself clearly in lectures, but also he showed much respect to every student in his class. For example, I guess he can tell 80% of the students' names. He is always patient to answer questions and encourages us to develop interest in what we learn through group work and a simulation game.The content is on the international relations of southeast asia. the course content is historical background and also update with current issues.He encourages active inclass participation. Also, he has a integrative mock-un kind of project at the end of the semseter. It is fun to do, but a bit demanding too. He has high expectations from us in both quality and quantity. The class in quite small but he still manages to ask all the students around the class to pick to answer questions. The lecture itself is on ppt and in class discussion.most are similar to the secondary school syllabus"
1163,but still easy for those haven't study before
1164,"Course Description: This course introduces the fundamental theories of microeconomics and macroeconomics. Topics include consumer theory, producer theory, the behavior of firms, market equilibrium, monopoly, the role of the government in the economy, long-run economic growth, the monetary system, and the open-economy macroeconomics."
1165,Intended Learning Outcomes:
1166,"On completion of the course, students are expected to be able to:"
1167,? Understand the basic logic of economic reasoning;
1168,? Apply basic economic analysis to explain and predict economic relationships;
1169,? Have a deeper understanding of economic issues and events;
1170,? Make critical evaluations on views and opinions related to economics.
1171,Readings:
1172,"? The required textbook is Principles of Economics, 6e (2012) by N. Gregory Mankiw,"
1173,which is available at the bookstore and also reserved in the library. You are also encouraged to browse the author＊s blog () and read economic and social news.
1174,Grading: 15% Two pop-up quizzes 35% Midterm exam (June 28)
1175,50% Comprehensive final exam
1176,Course Outline:
1177,"Note: This is a preliminary list of topics; I may add topics, remove topics or switch the order of topics depending on how the class is progressing."
1178,I. Introduction: basic principles of economics
1179,II. The market system of demand and supply
1180,III. How price regulations and tax policies affect the outcomes of the market
1181,IV. Basic welfare analysis of tax policy
1182,"V. The problem areas for the market and government policies to deal with market failure VI. Competition, monopoly, and the organization of industry"
1183,VII. The market for labor
1184,IX. Basic concepts in macroeconomics
1185,VIII. Economic growth
1186,X. The monetary system
1187,"XI. Basic concepts of open-economy macroeconomics (if time permits)normalThe first three chapters are about microeconomics, and the other eleven chapters are about macroeconomics. The content is abundant and useful, especially for students from science and engineering. In the last two lectures of this course, students have to watch a movie called 'inside job' and this will be examined in the final.A German professor whose English is easy to understand.- basic macroeconomics and most content should be  under the DSE syllabus"
1188,-no attendance  no prs
1189,"-A documentary (""Inside Job"")  will be included in the course, which is VERY IMPORTANT i think as final essay question will mainly base on it."
1190,generally the content in easy-There will be two lectures per week : one of the lecture will  be used for assignment solution.
1191,-dull teaching
1192,"-except the lectures with showing the film i think theres no need to attain the lectureAs a science student, I think the contents are quite interesting. However, when it comes to the concepts related to taxation and margins, it started to become a bit confusing and took me much time to figure them out when studying for finals.By virtue of the fact that I can't stand with her accents and she talked too slow with stutters, I didn't pay attention to her lecturing. This low rating is given for her accents actually.Most of the content is about Economics covered in DSE."
1193,"Only some concepts introduced need you to understand, but it is quite easy."
1194,The concepts are similar and they are all written in the lecture notes.
1195,I. Introduction: basic principles of economics
1196,II. The market system of demand and supply
1197,III. How price regulations and tax policies affect the outcomes of the market
1198,IV. Basic welfare analysis of tax policy
1199,V. The problem areas for the market and government policies to deal with market failure
1200,"VI. Competition, monopoly, and the organization of industry"
1201,VII. The market for labor
1202,IX. Basic concepts in macroeconomics
1203,VIII. Economic growth
1204,X. The monetary system
1205,"XI. Basic concepts of open-economy macroeconomics (if time permits)Although the instructor got her accent, the teaching was acceptable. She was willing to answer questions."
1206,"Another thing is that she uploaded lectures only on the weekend night, which was the night before the lecture held. It was difficult for you to do preparation before the lecture.The content in this semester differs a lot from the previous semesters, perhaps it is due to the change of instructor. The content is simple, similar to HKDSE economics level, but not all topics in HKDSE are included in this course."
1207,I. Introduction: basic principles of economics
1208,II. The market system of demand and supply
1209,III. How price regulations and tax policies affect the outcomes of the market
1210,IV. Basic welfare analysis of tax policy
1211,"V. The problem areas for the market and government policies to deal with market failure VI. Competition, monopoly, and the organization of industry"
1212,VII. The market for labor
1213,IX. Basic concepts in macroeconomics
1214,"VIII. Economic growthI think the teaching was not quite good. First, the professor came from mainland China, so her speaking carried much mainland accent. Sometimes, it was difficult to hear what she said. Moreover, she often uploaded the notes on canvas after a week, so it was quite difficult for an immediate revision.dse econ with one or two new topicsvery bad"
1215,prof.'s spoken english is not that good
1216,and she is just speak out the powerpointgood grade
1217,mid term n final are easy if u hv study econ in dse
1218,no attendance but only 2 popup quiz
1219,if you hv finish one (n got enough mark) u dun hv to go to class anymore3 problem set
1220,2 pop up quiz(only count the higher mark one)
1221,1 mid term
1222,1 final
1223,"problem set is easy and the most people got full mark in all the problem setBasically a half of HKDSE economics. Easy for those who have econmoics base, and still easy for those who haven't.Strong and unclear mainland accent, hard to understand."
1224,Go to class only because of unannounced quizzes.I think the grade is quite good.
1225,"Hand in 2 problem sets and below 1sd in midterm, got B-."
1226,"Didn't take back my quizzes and the marks for final is not released.3 problem sets, total 15%"
1227,"2 unannounced quizzes, count the higher one 10%"
1228,Midterm 30% and final 45%.
1229,Spent about 3-4 hours to read the lecture notes once for midterm and final.The content is generally easy to follow and not hard to understand.
1230,The concepts involved in the course are not difficult at all. However the things you need to memorize is quite a lot.
1231,The course gives you a brief introduction to a lot of things in economics.
1232,"As a student has no economics background at all, I can still manage this course throughout this semester.Professor Li talks kinda slow and makes students to fall asleep easily. She does try to ask more questions and rise the attention, but it doesn't work AT ALL."
1233,"Besides, all the mid-term, quizzes, problem sets and final are marked and returned to us in a long time. It takes them a relatively long time to review the above materials. I can only get back my quiz and mid-term in the final study break- Introduction to macroeconomics (the first two (or three) chapters are the same as microeconomics). Good for those who would like to learn Econ but did not take any Econ courses before."
1234,- incredibly easy for those who took Econ in high school
1235,- finish whole textbook (14 units) in one semester. The teaching speed is incredibly fast for those who have never taken Econ.
1236,"- Please don't forget to watch the documentary. It will be covered in the exam. (20 marks, essay format)"
1237,- you don't have to buy the textbook even if you didn't learn econ before- A lot of learning freedom!
1238,you are welcome to skip all the lessons if you can self-study. All the learning materials are available before the first lesson. He emphasizes that he will not make the exam unfair to those did not take lessons.
1239,- teaching speed is too fast for those who did not take ECON in high school
1240,- he explains the concept quite clearly
1241,- his tone makes my friends and me sleepy thoughSuper basic in the first few chapters but a bit more diffcult in the later chapters
1242,"Concepts are SUPER IMPORTANT in this course especially those about interest rates, inflation etcI have attended less than 5 lectures and honestly lectures are boring af and NOT necessnary (no attendance taken)Very similar to high school economic syllabus"
1243,Problem is that you need to learn a 3-year-curriculum in 1 semester
1244,Piece of cake if you have studied in high schoolnice and clear
1245,Ppt includes typical examples which are useful for revision
1246,Skipping lesson will be okay.
1247,"Not too much difficult concept need to be explainedThe content is fairly easy. The course covers stuff that are pretty much present in your high school economics, such as the ""7 principles"" of economics, the economy in the long run, the economy in the short run and the international economy. The concepts are not hard to understand at all, if you do read the slides and the textbook.The slides are well made, so it is easy to understand the concepts just by reading the slides. The textbooks do have better explanation, but the textbook also sometimes contain extra lines of information that is completely redundant in the face of an examination or real-life application. Use the slides to teach yourself, while clearing any doubts with the textbook.The course covered basic topics in Economics. The content is similar to DSE Economics, I haven't taken Economics in DSE though, I heard it from my friend. The contents include comparative advantage, supply and demand, labour market, monetary policy and fiscal policy etc. Personally I found it not very difficult to grasp if you are hard-working enough to read all of the powerpoints and skim the textbook. However you need to pay attention to calculations since the final asked a lot about that. at almost the end of the lecture a movie about the financial crisis of USA will be played. Pay attention to the movie since the final asked quite a lot about that. Better watch it again in idol time.Holzs' voice is a bit dull but his English is fluent and easy to understand. He was quite eager to answer students' questions and will use role playing games to let us understand the concepts better. Also, some concepts from the powerpoints and textbooks were not really correct and he explained the mistakes clearly. However since he didn't really speak up and his voice is boring, not many students listen to his lectures. He even said we didn't actually need to attend the lectures at the beginning of the course since he thought the materials on canvas are adequate.It teaches basic macroeconomics and most content are covered in DSE syllabus. So anyone who have studied econ in secondary schools can easily catch up with it."
1248,"At the first lecture, the professor said ""If you don't want to come to lecture, then don't come"" so basically you can self-study the entire course."
1249,"A documentary (""Inside Job"") is watched during the last few lessons, it basically covers what exactly happened during the Subprime mortgage crisis in 2007-08. It is strongly recommend to watch it in lecture and the content will be tested in final exam."
1250,"Important : Make sure you obtain all answers for the movie's assignment, there were 20 marks in the final asking about the film!"
1251,P.S. This film won the 83th Academy Award for Best Documentary Feature. Simply a masterpiece.The professor is willing to answer student's questions on or after the class.
1252,There are two lectures per week and one of the lecture will  be used for assignment solution. The professor will explain the questions in details.
1253,"The voice of professor seems a bit dull.The course covers some very basic economics concepts. More specifically, this course is an introduction to macroeconomics."
1254,"The course also covers a documentary, 'Inside Job', which is about the 2008 Financial Crisis."
1255,"Overall, if you have studied economics in high school, you will have a huge advantage, but it is still possible to do well if you have no prior knowledge in economics--quite a lot of the content can be deduced from common sense, and others require memorization.The professors mainly follows the powerpoint only, so nothing remarkable really happens. Thanks in part to the 'active' participation of the students in class, the lectures tends to be rather boring. In other words, since attendance is not compulsory, it is definitely viable to self-study the contents of this course. (Given that I missed half of the lectures myself, I can verify this)."
1256,"If I am to attend only 1 lecture for this course, it would probably be the final on 'Inside Job', where he gives a bit more detailed explanation on some of the topics such as leverage, which turns out was covered rather extensively in the final exam. Other than that, since you can watch the documentary on your own, you really do not have to attend the lessons.Interesting content with a considerable portion of the course related to daily life. Quite comprehensive coverage per section. Theory-based with quite some real-life examples to support. Sometimes there are interesting videos which show some experiments in relations to the class materials."
1257,"However the exams cover some content out of slides but in the textbook so reading materials do matterWith good English and effort in organising the teaching materials, it is very easy to follow through and revisit the materials. Very kind in answering questions from students. Will usually stay behind lessons to answer students' questions.Interesting. The topics are related to daily life, such as love relationship, career, personality. I am not that keen on psycho before attending her lectures, but the prof. manage to arouse my interest to the topicSuper clear and interesting! Never sleep in lesson! She will give out adequate examples and provide interesting video clip during classThe course content was quite similar with sosc1960, so you would probably take an advantage by studying two courses."
1258,-------------------------------
1259,Assessment Scheme:
1260,Quiz 1 30%
1261,Quiz 2 30%
1262,Group paper 30%
1263,Research Participation 10%
1264,"For research participation, you need to complete 2 research exercise in order to get full marks. It only takes around 30mins doing mc questions in the computer lab, where you answer won't count any marks, which means there are no 'correct answers'. It only helps the SOSC department to do research on certain projects.Prof Lai is pretty and her voice and accent are very clear. She gave a lot of examples explaining concepts. Also, she played short video (around 10 mins) in every class, so nearly 1/4 class time is movie session. The lecture was not boring."
1265,"There was also in-class group discussion. Beatrice would give you a few questions to discuss with your neighbors, but most people were not doing the discussions cause it won't count any marks.Great and funny content."
1266,"Can learn lots of psychological theories, which you can really apply in the daily lifeGreat teaching, give lots of example."
1267,The instructor can make the lesson very interesting and you never feel boredNormal Grade
1268,"but exams require memorizing research results, as well as the name of researcher"
1269,10% participating in research labs
1270,30% group essay
1271,30% midterm exam
1272,30% final exam
1273,Exams are all multiple choice but I don't think they are easy because you do need to memorize a lot.Only need to finish a group essay and 3 psycho labs
1274,"not too much workloadI love psychology so I wanted to take this course since I entered this university. The content is interesting and not boring at all, for me at least.Nice English and easy to understand. She answers your question with patience.I don't know how to get A range for this course, my assignment, midterm and final are all above mean about one sd, but still I got a B+, maybe you have to get above mean 2 sd to secure an A. Good luck.If you like writing an essay, the workload is super easy. just 2 500-words essay, I did not find it too difficult although I start writing one day before the deadline ( of course better not do that).Covers many psychological topics (e.g. workplace, sex, interpersonal relationship, stress, love, self identity, etc.)"
1275,"Offers many seemingly trivial behavior an explanation, can be useful and applicable if you have good understanding.Her voice is delightful. Videos shown during lectures. You can learn quite a lot from the course concerning human behavior. Make sure you attend (or have your friend attend) every lesson though, since some key words in lecture slides are missed out. Beatrice likes to pick students to answer question in class and it is fun to watch.Interesting content which related to university students＊ daily life, easy for students who never learn psychology to follow.The professor included many stories, studies or fun facts during the lecture to explain to concepts, which makes students follow easily.Didn＊t attend any lecture after midterm,"
1276,Quiz 1 (midterm) : one mark higher than mean
1277,"Quiz 2 (final, contents are materials taught after midterm) : two marks higher than mean (only based on lecture power point to revise)"
1278,Group project almost full mark
1279,Grade: BTwo research studies
1280,No quiz during lecture
1281,Midterm + final ( contents: lecture materials and textbook)
1282,One group project
1283,No attendance requiredQuiz 1 30%
1284,Quiz 2 30%
1285,Group paper 30%
1286,Research Participation 10%
1287,All quizzes contain only MCs.
1288,Details about the group paper:
1289,"2 people in a group (randomly assigned), you can choose any free topic about psychology (suggested topics are given), TAs will give a short talk about the group projectThe lessons are interesting with a lot of class activities to do with. They are all fun and meaningful to me and I enjoy those lessons. Class interactions are often shown in the classes. The instructor teaches well and the concepts of the course are easily understood.The topics are quite board and interesting, covering from personal psychology to workplace psychology. The depth of the topics are right and easy to handle given if you don't skip class."
1290,Topic Discussed -
1291,Quiz 1:
1292,Introduction of Psychology
1293,Interpersonal Attractions and Love
1294,Everyday Coping
1295,Health Behaviour
1296,Quiz 2:
1297,Understanding Yourself
1298,Gender and Behaviour
1299,Sexual Behaviour
1300,Psychology of Workplace
1301,Interpersonal CommunicationBeatrice has good preparation with her teaching materials and she explains every concept very well. The teaching materials are organised and well-chosen. She speaks clear English so it is not a problem to understand what she said. She is a good teacher and she sometimes make good jokes.
1302,The atmosphere of the class is good. She asks questions during class and invites students to share their views.
1303,Got a 5-10 mins break in a 1hour 20mins lecture for students to recharge.9 topics that are quite interesting:
1304,Introduction
1305,Interpersonal Attraction and Love
1306,Everyday Coping
1307,Health Behaviors
1308,Understanding Yourself
1309,Gender
1310,Sexual Behavior
1311,Psychology of Work
1312,Interpersonal CommunicationThe professor is kind and she uses a lot of examples to explain the concepts during class. Also for the lecture note there are some blanks that need to be filled in during class. It is better to attend the lecture to understand the concept clearly.Some daily psychological topics covering:
1313,- everyday stress and coping
1314,- health behaviors
1315,"- interpersonal relationships ( romance, social, etc)"
1316,"- understanding myself (self-esteem, etc)"
1317,- gender and sexual studies
1318,easy to understand
1319,memorization requiredbig class.
1320,you can opt to go to class or not
1321,but in-class notes were included in exams.
1322,"classes were somehow interesting, there were some videos showing in the class.Easy to understand and very basic concepts so content  is quite simple.Interesting examples provided in class. The lecture slides have key words missing at times as the prof wants students to come to class and pay attention.If you put adequate effort, it is not difficult at all to get a good grade.There was a group project that took some time and you have to go for 3 surveys to get the research participation scores. 2 basic quizzes (instead of a midterm or final exam)  that are non-cumulative.I read through the text book only because it was extremely interesting for me. However, lecture content sometimes does not correspond to text book, and this is the reason why you need to attend the lessonNeither cell-phone nor laptop during the class, which I found to be a good way of teaching. Moreover Michelle is a funny person.Mid term: Introduction of Psychology, Emotion, Everyday Coping and Personality"
1323,"Final: Self, Romantic Love, Gender Behavior and Psychology of Work"
1324,It is all about psychology with psychological work back up. Tons of psychological studies have been quoted and illustrated to give evidence to human behaviors.
1325,"The content is interesting and will force you to ponder over it.Michelle is an awesome Prof that concepts are easy to remember through her explanation. She often shares her experience and link it to the course concepts. Though she sometimes make fun of students causing us to feel embarrassed, the class is full of laugh.  It is never boring to attend her class. Make sure you are on time and don't use your phone during the class so as to avoid being the center of attention as Michelle will point at you :PFirst three weeks are about history of modern China from 1911 revolution to contemporary. Then the topics will mainly turn to the economics, politics and society of contemporary China. Thought most content are not deep enough, from my point of view, this is course is quite a good choice for those without common sense about China. This course will give you a basic outline of contemporary China. If you want deeper insight, you'd better take more courses or do more reading.Professor is a Ph.D from Princeton with deep insight into China. Besides English, he is also fluent in Mandarin and Cantonese. A nice teacher, though I'm easy to fell asleep in class.(His voice makes me sleepy!)"
1326,"Two TAs. One is obviously from mainland because her English is so terrible. Another is native speaker but received her PhD at Tsinghua University, so she can also speak Mandarin.This course basically covers some background information and political, economic, social and cultural developments in China. Videos are played and discussions are held afterwards during tutorials.Prof. Lin does wrap-ups and repeats the important points at the end of each topic which helps us a lot in summarising the content for revision. However, frankly speaking, he speaks with no punctuation at all so it might be difficult to stay focused during lectures.The course is about political, social and economic development of China. It involves little Chinese history in the first half of semester.Prof's teaching is veryyyyyyy boring, hard to stay awake in the lesson. Lots of students are either sleeping or working on their own. But don't worry, even though you sleep in the lesson, revising the powerpoint just before the mid-term and exam is ok. Mid-term and exam are mainly from powerpoint. Make sure you have a clear understanding of the terms and concepts before going to mid-term and exam.Pre-reg course for all Global China Studies students"
1327,"Area:the economics, culture, some politics of  China since 1949 until nowhis voice is monotone"
1328,feel bored and sleepy while listening what he sayingi think its still a good grade course even i cannot get any good grade from it :(
1329,becuz the curve is quite high ( cuz they are easy)
1330,midterm : 25 mc and the mean is 18/25very light workload
1331,midterm and final are just open book mc
1332,"although the questions are little bit challenging, its ok as long as you hv read and understand wt's going on"
1333,"hv tutorial(take attendance too), need to answer some questions so as to get the participation marks.Compulsory course for GCS year 1 students. It's all about the evolution of China from 1911 to nowadays economically, socially etc. Not necessarily a course for you if you've already had an adequate understanding of Chinese history cuz you already know everything, but if you want to get a good grade then go ahead.Prof. Lin is a passionate teacher, he'll answer any question you have for him in great detail. His teaching is quite boring tho cuz he has that monotone voice, so its easy for you to fall asleep BUT PLEASE DONT cuz a lot of questions in exams are based on his verbal presentation instead of the powerpoint."
1334,"You can skip class if you have enough knowledge/common sense to answer the questions in exams, just ask someone to sign for you.the course only covers the very basic knowledge of contemporary China. Not difficult to understand. Part of the content is quite similar to HKDSE＊s Liberal Studies.not bad, but it is a bit boring. You can choose to skip class if you＊re already very familiar with the history and development of China. But I recommend those who didn＊t study Chinese history in high school to pay attention in class in order to get a good grade.The content of this course is about the situation of contemporary Chinaㄗ1949-now), which covers different aspects such as politics, economy, social and culture. In this semester there is a total of 7 parts of notes. Mid term will examine the first 3 notes and the rest in final.The professor is a good guy but his lectures were extremely boring. He basically speaks in just a single tone and made students extremely hard to maintain focus. The content of his lecture is basically same as the notes, However, additional information which will be useful for the exam will be mentioned during lectures, Students who aim A range should pay attention, or else, you can just skip the lecture and go to tutorials.The content is quite overwhelming. If I remember correctly there were 6-7 topics. Most of the are quite large.I enjoyed the teaching but you had you go to every class in order to jot down everything the professor says because he will not be testing on what the power points already give you. He will be mentioning key points during the lectures that you have to write down and remember for the midterm and finalIntroductory course about Chinese development in the pre and especially post-Mao era. The professor includes both qualitative and quantitative economic and sociological data on slides, and assesses the historical progression of China through social, political, economic lenses.Teaching is lecture-based, with one lecture per week, and tutorials every two weeks. Tutorials revolve around discussion of a video clip that is around 60 minutes. The instructor has good english and likes to deviate from what is seen on the slides, he does not read off the slides. Attendance is important in order to gain additional information and analysis of slide content before the exam.It talks about Contemporary China, which was the period after 1949. The things are very easy to understand and follow if you have very basic knowledge about China or have studied liberal studies about modern china in high school. It does not really matter whether you have studied history in high school or not because the professor explains things in a very detailed way that even me who have no history background can understand all the stuff.I would say the professor is one of my favorite professors in UST. You can feel his passion in teaching that he is well-prepared. He can speak very fluently and with good pronunciation despite the fact that he comes from the mainland.  The only thing that may not be very good to most students is that his tone is so flat that many may easily fall asleep.just some chinese history/facts after 1949. Quite a lot of the content is just common sense if you are local/mainland studentsthe prof is explaining the content quite well in English. But u may find it a bit boring since u know some of the contents already.mean is very high for mid term and final exam,>85%. many people get A range."
